response_id,timestamp,age,gender,location,occupation,education,income,marital_status,household_size,shopping_frequency,current_platforms,categories_purchased,primary_device,monthly_spending_total,fashion_spending,homedecor_spending,wellness_spending,fashion_purchase_freq,homedecor_purchase_freq,wellness_purchase_freq,decision_factors,pain_points,feature_importance_curated_collections,feature_importance_personalized_recommendations,feature_importance_ar_virtual_try-on,feature_importance_live_shopping_video_commerce,feature_importance_subscription_boxes,feature_importance_same-day_next-day_delivery,feature_importance_loyalty_rewards_program,feature_importance_style_lifestyle_content,feature_importance_community_reviews_&_forums,sustainability_importance,sustainability_pay_more,artisan_support,shopping_style,discovery_channels,shopizz_categories_interest,features_likely_to_use,likelihood_to_try,shopizz_monthly_spending,likelihood_to_recommend,will_signup,reason_for_no,loyalty_factors,open_feedback,other_comments,email_capture
RESP_0024,11:39.4,25-34 years,Non-binary,Metro Cities,Salaried Professional (Private Sector),Professional degree,"₹1,00,001 - ₹1,50,000",Single,03-Apr,2-3 times a month,Instagram Shopping|Flipkart|FirstCry|Other|Pepperfry,Books|Wellness - Fitness Equipment|Wellness - Haircare|Home Décor - Kitchen & Dining,Smartphone,"Below ₹1,000",₹0,"₹2,501 - ₹5,000","₹1,001 - ₹2,000",Never,Quarterly,Quarterly,Customer Reviews|Fast Delivery|Product Quality,Misleading product descriptions/images|Payment security concerns|Poor customer service|Other,Moderately Important,Very Important,Slightly Important,Not Important,Very Important,Not Important,Very Important,Moderately Important,Slightly Important,Moderately important,6-10% more,Moderately important,Trendy & Fashion-forward,"Influencer Recommendations|Platform Recommendations|Fashion/Lifestyle Blogs/Magazines|Social Media (Instagram, Facebook, YouTube)|Search Engines (Google)|Other",Footwear|Wellness - Fitness Products|Wellness - Supplements|Women's Fashion|Fashion Accessories|Home Décor - Furnishings,Personalized style recommendations|Live shopping events|Rent/Trial before purchase|Loyalty rewards program|Subscription boxes,Maybe/Not sure (3),₹0,Definitely yes,NO,Already satisfied with current platforms,N/A,,,No
RESP_0025,34:33.4,25-34 years,Female,Tier 1 Cities,Salaried Professional (Private Sector),Postgraduate (Master's degree or higher),"₹1,50,001 - ₹2,00,000",Single,2,Once a week,Nykaa|Urban Ladder|Amazon|Flipkart|Other|FirstCry|Meesho,Wellness - Haircare|Fashion - Accessories|Home Décor - Wall Art|Groceries|Home Décor - Furnishings|Other|Wellness - Skincare,Smartphone,"₹10,001 - ₹20,000","Above ₹20,000","₹1,001 - ₹2,500","₹2,001 - ₹3,500",Monthly,Every 6 months,Quarterly,Fast Delivery|Easy Returns/Exchanges|Price/Discounts,Payment security concerns|Not enough sustainable/ethical options,Very Important,Moderately Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,Moderately Important,Extremely Important,Very important,6-10% more,Moderately important,Classic & Timeless,"Platform Recommendations|Social Media (Instagram, Facebook, YouTube)|Word of Mouth (Friends/Family)|Online Ads|Email Newsletters",Fashion Accessories|Wellness - Skincare|Home Décor - Kitchen & Dining|Wellness - Supplements,Virtual try-on for clothes/décor|Subscription boxes|Style consultation services,Definitely will try (5),"₹1,501 - ₹3,000",Definitely yes,YES,N/A,Sustainability Focus|Competitive Pricing|Quality Products,,,Yes
RESP_0026,10:25.4,35-44 years,Male,Metro Cities,Salaried Professional (Private Sector),Professional degree,"₹75,001 - ₹1,00,000",Married without children,2,2-3 times a month,Flipkart|Nykaa|FirstCry|Myntra,Wellness - Fitness Equipment|Electronics|Fashion - Footwear|Wellness - Supplements & Vitamins|Wellness - Aromatherapy|Other,Smartphone,"₹1,000 - ₹2,500","₹3,001 - ₹5,000",₹0,₹0,Once a year,Never,Never,Brand Reputation|Product Variety|Customer Service,Not enough sustainable/ethical options|Other|High shipping charges|Lack of Indian/artisan products|Payment security concerns,Extremely Important,Very Important,Extremely Important,Very Important,Not Important,Very Important,Extremely Important,Moderately Important,Moderately Important,Very important,I wouldn't pay more,Slightly important,Premium Quality,Other|Platform Recommendations,Wellness - Fitness Products|Home Décor - Furniture|Men's Fashion|Home Décor - Decorative Items|Footwear,Same-day delivery|Loyalty rewards program|Rent/Trial before purchase,Probably will try (4),"₹501 - ₹1,500",Probably yes,NO,Other,N/A,,,No
RESP_0027,41:10.4,18-24 years,Female,Tier 2 Cities,Homemaker,Undergraduate (Bachelor's degree),"₹25,000 - ₹50,000",Married without children,2,Once a month,Amazon|Nykaa|Urban Ladder|Myntra|Flipkart,Home Décor - Wall Art|Fashion - Footwear|Home Décor - Kitchen & Dining,Laptop/Desktop,"₹5,001 - ₹10,000",₹0,"₹1 - ₹1,000",₹0,Never,Every 6 months,Never,Customer Reviews|Product Quality|Price/Discounts,Complicated return process|Lack of personalization|Not enough sustainable/ethical options,Very Important,Very Important,Moderately Important,Not Important,Moderately Important,Very Important,Very Important,Not Important,Very Important,Slightly important,Up to 5% more,Moderately important,Trendy & Fashion-forward,"Social Media (Instagram, Facebook, YouTube)|Platform Recommendations|Fashion/Lifestyle Blogs/Magazines|Influencer Recommendations|Email Newsletters|Word of Mouth (Friends/Family)",Fashion Accessories|Women's Fashion|Ethnic Wear|Home Décor - Decorative Items|Home Décor - Furniture,Virtual try-on for clothes/décor|Same-day delivery|Live shopping events|Style consultation services|Personalized style recommendations|Rent/Trial before purchase,Maybe/Not sure (3),₹0,Not sure,YES,N/A,Competitive Pricing|Quality Products|Easy Returns,,,No
RESP_0028,53:25.4,25-34 years,Female,Rural Areas,Business Owner/Entrepreneur,Undergraduate (Bachelor's degree),"Below ₹25,000",Single,5 or more,Once a week,Brand Websites directly|Urban Ladder|Instagram Shopping|Ajio|Myntra,Home Décor - Wall Art|Fashion - Accessories|Fashion - Footwear|Home Décor - Kitchen & Dining|Wellness - Aromatherapy,Smartphone,"₹2,501 - ₹5,000","₹3,001 - ₹5,000","₹1,001 - ₹2,500","₹2,001 - ₹3,500",Quarterly,Once a year,Every 6 months,Price/Discounts|Customer Reviews|Sustainable/Eco-friendly Products,Payment security concerns|Lack of Indian/artisan products|High shipping charges|Complicated return process,Very Important,Moderately Important,Not Important,Very Important,Moderately Important,Extremely Important,Very Important,Moderately Important,Not Important,Very important,6-10% more,Not important at all,Premium Quality,Influencer Recommendations|Platform Recommendations|Email Newsletters|Word of Mouth (Friends/Family),Women's Fashion|Home Décor - Furnishings,Live shopping events|Style consultation services|Virtual try-on for clothes/décor|Loyalty rewards program,Probably won't try (2),₹0,Probably not,NO,Already satisfied with current platforms,N/A,,,No
RESP_0029,58:06.4,35-44 years,Male,Metro Cities,Business Owner/Entrepreneur,Postgraduate (Master's degree or higher),"₹1,50,001 - ₹2,00,000",Married with children,03-Apr,2-3 times a month,Myntra|Urban Ladder|Brand Websites directly|Amazon,Electronics|Fashion - Men's Clothing|Wellness - Fitness Equipment|Fashion - Footwear|Fashion - Women's Clothing|Wellness - Yoga & Meditation|Fashion - Kids' Clothing|Fashion - Accessories,Equally use multiple devices,"₹10,001 - ₹20,000","₹3,001 - ₹5,000",₹0,"₹1,001 - ₹2,000",Every 6 months,Never,Once a year,Unique/Exclusive Products|Easy Returns/Exchanges|Product Quality,Slow delivery|Poor customer service,Moderately Important,Moderately Important,Not Important,Very Important,Moderately Important,Very Important,Moderately Important,Not Important,Moderately Important,Slightly important,6-10% more,Extremely important,Trendy & Fashion-forward,Fashion/Lifestyle Blogs/Magazines|Online Ads,Men's Fashion|Wellness - Fitness Products|Fashion Accessories,Personalized style recommendations|Virtual try-on for clothes/décor,Maybe/Not sure (3),₹0,Probably not,NO,Delivery concerns,N/A,,,Yes
RESP_0030,30:19.4,18-24 years,Female,Tier 2 Cities,Student,Undergraduate (Bachelor's degree),"Below ₹25,000",Single,1 (Living alone),Once a month,Pepperfry|Amazon|Flipkart|Meesho,Home Décor - Furnishings|Wellness - Haircare|Fashion - Kids' Clothing|Other|Home Décor - Lighting,Smartphone,"₹2,501 - ₹5,000","₹1 - ₹1,500","₹1,001 - ₹2,500","₹1 - ₹1,000",Every 6 months,Every 6 months,Every 6 months,Product Quality|Customer Reviews|User-friendly Website/App,High shipping charges|Other,Not Important,Very Important,Moderately Important,Not Important,Very Important,Very Important,Moderately Important,Extremely Important,Very Important,Slightly important,I wouldn't pay more,Very important,Classic & Timeless,"Influencer Recommendations|Platform Recommendations|Fashion/Lifestyle Blogs/Magazines|Social Media (Instagram, Facebook, YouTube)",Home Décor - Furnishings|Wellness - Skincare|Fashion Accessories|Men's Fashion|Home Décor - Kitchen & Dining|Wellness - Haircare|Footwear,Virtual try-on for clothes/décor|Subscription boxes|Rent/Trial before purchase|Loyalty rewards program|Personalized style recommendations|Style consultation services,Definitely won't try (1),₹0,Not sure,NO,Not interested in these product categories,N/A,,,No
RESP_0031,14:37.4,35-44 years,Male,Metro Cities,Salaried Professional (Private Sector),Postgraduate (Master's degree or higher),"₹50,001 - ₹75,000",Married with children,5 or more,2-3 times a month,Ajio|Amazon|Other|Flipkart,Electronics|Fashion - Kids' Clothing|Fashion - Men's Clothing,Smartphone,"Below ₹1,000","₹1,501 - ₹3,000",₹0,₹0,Monthly,Never,Never,Sustainable/Eco-friendly Products|Brand Reputation|Customer Reviews,Not enough sustainable/ethical options|High shipping charges|Other|Too many options (overwhelming),Very Important,Very Important,Moderately Important,Slightly Important,Moderately Important,Moderately Important,Very Important,Very Important,Slightly Important,Moderately important,Up to 5% more,Very important,Impulsive,Platform Recommendations|Search Engines (Google),Footwear|Men's Fashion|Home Décor - Furniture|Home Décor - Furnishings|Fashion Accessories|Kids' Fashion|Home Décor - Kitchen & Dining,Live shopping events|Loyalty rewards program|Style consultation services,Definitely will try (5),"₹5,001 - ₹10,000",Definitely yes,YES,N/A,Supporting Indian Artisans|Sustainability Focus|Quality Products,,,Yes
RESP_0032,36:41.4,18-24 years,Female,Tier 2 Cities,Student,Undergraduate (Bachelor's degree),"₹25,000 - ₹50,000",Single,1 (Living alone),Once a month,Other|Pepperfry,Wellness - Haircare|Home Décor - Wall Art|Wellness - Skincare|Fashion - Men's Clothing|Home Décor - Furniture|Wellness - Fitness Equipment|Home Décor - Kitchen & Dining,Laptop/Desktop,"₹10,001 - ₹20,000","₹1 - ₹1,500","₹1 - ₹1,000",₹0,Once a year,Monthly,Never,Product Quality|Customer Reviews|Brand Reputation,Poor customer service|Misleading product descriptions/images|Complicated return process,Not Important,Very Important,Moderately Important,Moderately Important,Not Important,Extremely Important,Extremely Important,Extremely Important,Moderately Important,Very important,Up to 5% more,Moderately important,Impulsive,"Platform Recommendations|Social Media (Instagram, Facebook, YouTube)|Word of Mouth (Friends/Family)|Other|Influencer Recommendations",Fashion Accessories|Home Décor - Furnishings|Home Décor - Kitchen & Dining|Wellness - Haircare,Virtual try-on for clothes/décor|Live shopping events|Custom/personalized products,Probably will try (4),₹1 - ₹500,Not sure,NO,Not interested in these product categories,N/A,,,No
RESP_0033,01:49.4,18-24 years,Male,Tier 1 Cities,Student,High School or below,"₹25,000 - ₹50,000",Single,2,Once a week,Urban Ladder|Myntra|Brand Websites directly,Fashion - Men's Clothing|Fashion - Footwear|Groceries|Wellness - Haircare|Home Décor - Kitchen & Dining,Smartphone,"₹2,501 - ₹5,000","₹1 - ₹1,500","₹1 - ₹1,000","₹1,001 - ₹2,000",Every 6 months,Once a year,Once a year,Price/Discounts|Customer Reviews|Price/Discounts,Not enough sustainable/ethical options|Misleading product descriptions/images|Lack of Indian/artisan products,Very Important,Very Important,Moderately Important,Moderately Important,Very Important,Moderately Important,Moderately Important,Moderately Important,Not Important,Not important at all,I wouldn't pay more,Very important,Budget-conscious,"Influencer Recommendations|Social Media (Instagram, Facebook, YouTube)|Other|Platform Recommendations|Fashion/Lifestyle Blogs/Magazines",Home Décor - Furniture|Footwear|Wellness - Skincare|Women's Fashion,Loyalty rewards program|Custom/personalized products|Virtual try-on for clothes/décor|Live shopping events,Maybe/Not sure (3),"₹1,501 - ₹3,000",Not sure,NO,Delivery concerns,N/A,,,No
RESP_0034,55:45.4,45-54 years,Male,Rural Areas,Salaried Professional (Private Sector),Professional degree,"₹75,001 - ₹1,00,000",Married with children,03-Apr,Once a week,Urban Ladder|Myntra|Nykaa|Other|FirstCry|Flipkart,Books|Electronics,Tablet,"₹5,001 - ₹10,000",₹0,₹0,₹0,Never,Never,Never,Brand Reputation|Unique/Exclusive Products|Customer Reviews,Too many options (overwhelming)|Poor quality products|Complicated return process|Misleading product descriptions/images,Not Important,Moderately Important,Extremely Important,Very Important,Extremely Important,Slightly Important,Moderately Important,Extremely Important,Very Important,Very important,11-20% more,Very important,Planned & Researched,"Social Media (Instagram, Facebook, YouTube)|Other|Fashion/Lifestyle Blogs/Magazines|Word of Mouth (Friends/Family)",Home Décor - Furniture|Wellness - Fitness Products|Women's Fashion|Wellness - Skincare|Men's Fashion|Home Décor - Decorative Items,Same-day delivery|Rent/Trial before purchase|Style consultation services|Virtual try-on for clothes/décor,Probably will try (4),"₹501 - ₹1,500",Not sure,YES,N/A,Sustainability Focus|Supporting Indian Artisans|Competitive Pricing,,,No
RESP_0035,14:29.4,55+ years,Male,Tier 2 Cities,Salaried Professional (Government/PSU),Undergraduate (Bachelor's degree),"₹25,000 - ₹50,000",Married with children,03-Apr,Once every few months,Other|Nykaa|FirstCry,Fashion - Footwear|Books|Electronics|Fashion - Men's Clothing|Wellness - Supplements & Vitamins|Fashion - Accessories,Smartphone,"₹2,501 - ₹5,000","₹3,001 - ₹5,000",₹0,₹0,Quarterly,Never,Never,Customer Reviews|Price/Discounts|Unique/Exclusive Products,Payment security concerns|High shipping charges|Misleading product descriptions/images|Other,Extremely Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,Very Important,Very Important,Extremely Important,Slightly important,Up to 5% more,Extremely important,Impulsive,Platform Recommendations|Word of Mouth (Friends/Family),Footwear|Home Décor - Furniture|Wellness - Haircare|Women's Fashion|Wellness - Supplements,Loyalty rewards program|Virtual try-on for clothes/décor|Subscription boxes|Personalized style recommendations,Probably won't try (2),₹0,Probably not,NO,Not interested in these product categories,N/A,,,No
RESP_0036,25:05.4,45-54 years,Female,Tier 1 Cities,Salaried Professional (Private Sector),Professional degree,"₹50,001 - ₹75,000",Married with children,5 or more,Once a week,Pepperfry|Urban Ladder|Other|Flipkart|Ajio,Fashion - Women's Clothing|Fashion - Accessories|Home Décor - Wall Art|Wellness - Haircare|Wellness - Yoga & Meditation|Home Décor - Kitchen & Dining|Wellness - Fitness Equipment,Laptop/Desktop,"₹1,000 - ₹2,500",₹0,"₹5,001 - ₹10,000",₹0,Never,Quarterly,Never,Fast Delivery|Price/Discounts|Customer Reviews,Lack of Indian/artisan products|Misleading product descriptions/images,Slightly Important,Moderately Important,Moderately Important,Slightly Important,Very Important,Moderately Important,Slightly Important,Moderately Important,Very Important,Not important at all,I wouldn't pay more,Slightly important,Budget-conscious,Platform Recommendations|Email Newsletters,Fashion Accessories|Home Décor - Furnishings,Custom/personalized products|Loyalty rewards program|Personalized style recommendations|Style consultation services,Probably won't try (2),₹0,Probably not,NO,Other,N/A,,,No
RESP_0037,29:10.4,25-34 years,Male,Metro Cities,Salaried Professional (Private Sector),Professional degree,"₹75,001 - ₹1,00,000",Married with children,03-Apr,Once a week,Flipkart|Meesho|Amazon|Urban Ladder,Wellness - Fitness Equipment|Fashion - Footwear|Groceries|Fashion - Women's Clothing|Fashion - Kids' Clothing,Smartphone,"₹5,001 - ₹10,000","₹1 - ₹1,500",₹0,"₹2,001 - ₹3,500",Monthly,Never,Quarterly,Product Variety|Customer Service|Price/Discounts,Misleading product descriptions/images|Complicated return process|Lack of Indian/artisan products,Moderately Important,Slightly Important,Very Important,Extremely Important,Slightly Important,Moderately Important,Extremely Important,Slightly Important,Extremely Important,Slightly important,I wouldn't pay more,Moderately important,Planned & Researched,"Social Media (Instagram, Facebook, YouTube)|Platform Recommendations|Search Engines (Google)|Influencer Recommendations|Email Newsletters",Men's Fashion|Home Décor - Furniture|Western Wear|Footwear,Virtual try-on for clothes/décor|Same-day delivery|Live shopping events,Maybe/Not sure (3),"₹1,501 - ₹3,000",Probably yes,NO,Price concerns,N/A,,,No
